name,email,gender,GPA
Vaishali Pillay,vaishali.pillay.2010@business.eunoia.edu.sg,F,3.66
Sydney Kong,sydney.kong.2010@sis.eunoia.edu.sg,M,3.66
Shruti Pillay,shruti.pillay.2012@business.eunoia.edu.sg,F,3.66
Salomea LAM,salomea.lam.2013@sis.eunoia.edu.sg,F,3.66
Ruby LAM,ruby.lam.2011@sis.eunoia.edu.sg,F,3.66
Rameshwara Pillay,rameshwara.pillay.2012@business.eunoia.edu.sg,F,3.66
Portia LAM,portia.lam.2013@sis.eunoia.edu.sg,F,3.66
Paschal Kong,paschal.kong.2012@sis.eunoia.edu.sg,M,3.67
Peggy LAM,peggy.lam.2012@sis.eunoia.edu.sg,F,3.68
Nadine LAM,nadine.lam.2011@sis.eunoia.edu.sg,F,3.69
Muralikrishna Pillay,muralikrishna.pillay.2012@business.eunoia.edu.sg,F,3.69
Valerie LAM,valerie.lam.2013@sis.eunoia.edu.sg,F,3.7
Rudolf Kong,rudolf.kong.2014@sis.eunoia.edu.sg,M,3.7
Natalie LAM,natalie.lam.2014@sis.eunoia.edu.sg,F,3.71
Nagendran Pillay,nagendran.pillay.2010@business.eunoia.edu.sg,F,3.71
Marie LAM,marie.lam.2013@sis.eunoia.edu.sg,F,3.71
Wanda LAM,wanda.lam.2013@sis.eunoia.edu.sg,F,3.72
Seetha Pillay,seetha.pillay.2013@business.eunoia.edu.sg,F,3.72
Nannette LAM,nannette.lam.2014@sis.eunoia.edu.sg,F,3.72
Zachary Kong,zachary.kong.2011@sis.eunoia.edu.sg,M,3.74
Thana Pillay,thana.pillay.2013@business.eunoia.edu.sg,F,3.74
Margo LAM,margo.lam.2011@sis.eunoia.edu.sg,F,3.75
Patrick Kong,patrick.kong.2012@sis.eunoia.edu.sg,M,3.77
Mukul Pillay,mukul.pillay.2012@business.eunoia.edu.sg,F,3.77
Sybil LAM,sybil.lam.2011@sis.eunoia.edu.sg,F,3.78
Ramesh Pillay,ramesh.pillay.2013@business.eunoia.edu.sg,F,3.78
Nathalie LAM,nathalie.lam.2013@sis.eunoia.edu.sg,F,3.78
Shobha Pillay,shobha.pillay.2013@business.eunoia.edu.sg,F,3.79
Philip WONG,philip.wong.2012@law.eunoia.edu.sg,M,3.79
Vidya Pillay,vidya.pillay.2013@business.eunoia.edu.sg,F,3.82
Sampada Pillay,sampada.pillay.2011@business.eunoia.edu.sg,F,3.82
Nathan Kong,nathan.kong.2011@sis.eunoia.edu.sg,M,3.82
Maude LAM,maude.lam.2014@sis.eunoia.edu.sg,F,3.82
Soumya Pillay,soumya.pillay.2011@business.eunoia.edu.sg,F,3.83
Pritam Pillay,pritam.pillay.2013@business.eunoia.edu.sg,F,3.83
Suraj Pillay,suraj.pillay.2013@business.eunoia.edu.sg,F,3.86
Raka Pillay,raka.pillay.2013@business.eunoia.edu.sg,F,3.86
Neelam Pillay,neelam.pillay.2013@business.eunoia.edu.sg,F,3.87
Neison Kong,neison.kong.2013@sis.eunoia.edu.sg,M,3.9
Wendell Kong,wendell.kong.2014@sis.eunoia.edu.sg,M,3.91
Vaman Pillay,vaman.pillay.2011@business.eunoia.edu.sg,F,3.91
Shrinath Pillay,shrinath.pillay.2011@business.eunoia.edu.sg,F,3.91
Shamira Pillay,shamira.pillay.2013@business.eunoia.edu.sg,F,3.91
Rudra Pillay,rudra.pillay.2013@business.eunoia.edu.sg,F,3.91
Pompy Pillay,pompy.pillay.2012@business.eunoia.edu.sg,F,3.91
Marshal Kong,marshal.kong.2011@sis.eunoia.edu.sg,M,3.91
Vaijayanti Pillay,vaijayanti.pillay.2011@business.eunoia.edu.sg,F,3.93
Terrance Kong,terrance.kong.2013@sis.eunoia.edu.sg,M,3.93
Royston Fan,royston.fan.2013@economics.eunoia.edu.sg,M,3.93
Ravi Pillay,ravi.pillay.2013@business.eunoia.edu.sg,F,3.93
Terri Kong,terri.kong.2013@sis.eunoia.edu.sg,M,3.97
Ravi Pillay,ravi.pillay.2010@business.eunoia.edu.sg,F,3.97
Yashoda Pillay,yashoda.pillay.2011@business.eunoia.edu.sg,F,3.99
Shilu Pillay,shilu.pillay.2013@business.eunoia.edu.sg,F,3.99
Nellie LAM,nellie.lam.2013@sis.eunoia.edu.sg,F,3.99
Sitaram Pillay,sitaram.pillay.2013@business.eunoia.edu.sg,F,4
Prarthna Pillay,prarthna.pillay.2013@business.eunoia.edu.sg,F,4
Wendy LAM,wendy.lam.2012@sis.eunoia.edu.sg,F,4.13
Shamsunder Pillay,shamsunder.pillay.2013@business.eunoia.edu.sg,F,4.13
